Datum,Temperatur,Monat,Jahreszeit,Frühling,Sommer,Herbst,Winter,Temp_warm,Temp_cold,Temp_average
2014-10-08,14.125,10,Herbst,0,0,1,0,0,0,1
2014-10-09,17.875,10,Herbst,0,0,1,0,1,0,0
2014-10-10,16.375,10,Herbst,0,0,1,0,0,0,1
2014-10-11,17.0,10,Herbst,0,0,1,0,0,0,1
2014-10-12,15.125,10,Herbst,0,0,1,0,0,0,1
2014-10-13,12.625,10,Herbst,0,0,1,0,0,0,1
2014-10-14,14.0,10,Herbst,0,0,1,0,0,0,1
2014-10-15,13.875,10,Herbst,0,0,1,0,0,0,1
2014-10-16,13.5,10,Herbst,0,0,1,0,0,0,1
2014-10-17,14.375,10,Herbst,0,0,1,0,0,0,1
2014-10-18,15.25,10,Herbst,0,0,1,0,0,0,1
2014-10-19,17.375,10,Herbst,0,0,1,0,1,0,0
2014-10-20,14.625,10,Herbst,0,0,1,0,0,0,1
2014-10-21,12.5,10,Herbst,0,0,1,0,0,0,1
2014-10-22,13.0,10,Herbst,0,0,1,0,0,0,1
2014-10-23,13.125,10,Herbst,0,0,1,0,0,0,1
2014-10-24,13.5,10,Herbst,0,0,1,0,0,0,1
2014-10-25,12.125,10,Herbst,0,0,1,0,0,0,1
2014-10-26,12.75,10,Herbst,0,0,1,0,0,0,1
2014-10-27,14.5,10,Herbst,0,0,1,0,0,0,1
2014-10-28,13.875,10,Herbst,0,0,1,0,0,0,1
2014-10-29,8.375,10,Herbst,0,0,1,0,0,0,1
2014-10-30,10.625,10,Herbst,0,0,1,0,0,0,1
2014-10-31,12.875,10,Herbst,0,0,1,0,0,0,1
2014-11-01,16.5,11,Herbst,0,0,1,0,0,0,1
2014-11-02,15.375,11,Herbst,0,0,1,0,0,0,1
2014-11-03,13.75,11,Herbst,0,0,1,0,0,0,1
2014-11-04,11.625,11,Herbst,0,0,1,0,0,0,1
2014-11-05,9.5,11,Herbst,0,0,1,0,0,0,1
2014-11-06,8.875,11,Herbst,0,0,1,0,0,0,1
2014-11-07,8.625,11,Herbst,0,0,1,0,0,0,1
2014-11-08,10.25,11,Herbst,0,0,1,0,0,0,1
2014-11-09,10.625,11,Herbst,0,0,1,0,0,0,1
2014-11-10,8.75,11,Herbst,0,0,1,0,0,0,1
2014-11-11,8.625,11,Herbst,0,0,1,0,0,0,1
2014-11-12,9.75,11,Herbst,0,0,1,0,0,0,1
2014-11-13,10.75,11,Herbst,0,0,1,0,0,0,1
2014-11-14,10.75,11,Herbst,0,0,1,0,0,0,1
2014-11-15,9.25,11,Herbst,0,0,1,0,0,0,1
2014-11-16,8.0,11,Herbst,0,0,1,0,0,0,1
2014-11-17,9.625,11,Herbst,0,0,1,0,0,0,1
2014-11-18,8.875,11,Herbst,0,0,1,0,0,0,1
2014-11-19,8.5,11,Herbst,0,0,1,0,0,0,1
2014-11-20,6.125,11,Herbst,0,0,1,0,0,1,0
2014-11-21,6.5,11,Herbst,0,0,1,0,0,1,0
2014-11-22,5.75,11,Herbst,0,0,1,0,0,1,0
2014-11-23,6.75,11,Herbst,0,0,1,0,0,1,0
2014-11-24,9.375,11,Herbst,0,0,1,0,0,0,1
2014-11-25,6.875,11,Herbst,0,0,1,0,0,1,0
2014-11-26,5.625,11,Herbst,0,0,1,0,0,1,0
2014-11-27,4.5,11,Herbst,0,0,1,0,0,1,0
2014-11-28,1.625,11,Herbst,0,0,1,0,0,1,0
2014-11-29,1.0,11,Herbst,0,0,1,0,0,1,0
2014-11-30,0.0,11,Herbst,0,0,1,0,0,1,0
2014-12-01,-2.0,12,Winter,0,0,0,1,0,1,0
2014-12-02,-3.0,12,Winter,0,0,0,1,0,1,0
2014-12-03,0.625,12,Winter,0,0,0,1,0,0,1
2014-12-04,3.75,12,Winter,0,0,0,1,0,0,1
2014-12-05,2.0,12,Winter,0,0,0,1,0,0,1
2014-12-06,5.75,12,Winter,0,0,0,1,0,0,1
2014-12-07,4.875,12,Winter,0,0,0,1,0,0,1
2014-12-08,3.25,12,Winter,0,0,0,1,0,0,1
2014-12-09,2.125,12,Winter,0,0,0,1,0,0,1
2014-12-10,4.875,12,Winter,0,0,0,1,0,0,1
2014-12-11,4.0,12,Winter,0,0,0,1,0,0,1
2014-12-12,7.25,12,Winter,0,0,0,1,0,0,1
2014-12-13,4.75,12,Winter,0,0,0,1,0,0,1
2014-12-14,3.5,12,Winter,0,0,0,1,0,0,1
2014-12-15,4.75,12,Winter,0,0,0,1,0,0,1
2014-12-16,4.625,12,Winter,0,0,0,1,0,0,1
2014-12-17,3.625,12,Winter,0,0,0,1,0,0,1
2014-12-18,10.0,12,Winter,0,0,0,1,1,0,0
2014-12-19,8.125,12,Winter,0,0,0,1,1,0,0
2014-12-20,5.375,12,Winter,0,0,0,1,0,0,1
2014-12-21,6.625,12,Winter,0,0,0,1,0,0,1
2014-12-22,9.75,12,Winter,0,0,0,1,1,0,0
2014-12-23,9.125,12,Winter,0,0,0,1,1,0,0
2014-12-24,7.75,12,Winter,0,0,0,1,0,0,1
2014-12-25,3.125,12,Winter,0,0,0,1,0,0,1
2014-12-26,0.0,12,Winter,0,0,0,1,0,1,0
2014-12-27,-0.25,12,Winter,0,0,0,1,0,1,0
2014-12-28,-0.5,12,Winter,0,0,0,1,0,1,0
2014-12-29,0.75,12,Winter,0,0,0,1,0,0,1
2014-12-30,5.25,12,Winter,0,0,0,1,0,0,1
2014-12-31,7.375,12,Winter,0,0,0,1,0,0,1
2015-01-01,4.125,1,Winter,0,0,0,1,0,0,1
2015-01-02,7.75,1,Winter,0,0,0,1,0,0,1
2015-01-03,4.875,1,Winter,0,0,0,1,0,0,1
2015-01-04,4.75,1,Winter,0,0,0,1,0,0,1
2015-01-05,5.875,1,Winter,0,0,0,1,0,0,1
2015-01-06,3.625,1,Winter,0,0,0,1,0,0,1
2015-01-07,5.75,1,Winter,0,0,0,1,0,0,1
2015-01-08,6.375,1,Winter,0,0,0,1,0,0,1
2015-01-09,7.5,1,Winter,0,0,0,1,0,0,1
2015-01-10,10.0,1,Winter,0,0,0,1,1,0,0
2015-01-11,4.25,1,Winter,0,0,0,1,0,0,1
2015-01-12,7.5,1,Winter,0,0,0,1,0,0,1
2015-01-13,7.75,1,Winter,0,0,0,1,0,0,1
2015-01-14,3.125,1,Winter,0,0,0,1,0,0,1
2015-01-15,6.75,1,Winter,0,0,0,1,0,0,1
2015-01-16,6.75,1,Winter,0,0,0,1,0,0,1
2015-01-17,4.25,1,Winter,0,0,0,1,0,0,1
2015-01-18,2.0,1,Winter,0,0,0,1,0,0,1
2015-01-19,1.0,1,Winter,0,0,0,1,0,0,1
2015-01-20,-0.375,1,Winter,0,0,0,1,0,1,0
2015-01-21,-1.125,1,Winter,0,0,0,1,0,1,0
2015-01-22,-1.375,1,Winter,0,0,0,1,0,1,0
2015-01-23,-1.25,1,Winter,0,0,0,1,0,1,0
2015-01-24,-0.5,1,Winter,0,0,0,1,0,1,0
2015-01-25,2.875,1,Winter,0,0,0,1,0,0,1
2015-01-26,3.375,1,Winter,0,0,0,1,0,0,1
2015-01-27,4.875,1,Winter,0,0,0,1,0,0,1
2015-01-28,4.875,1,Winter,0,0,0,1,0,0,1
2015-01-29,1.5,1,Winter,0,0,0,1,0,0,1
2015-01-30,1.125,1,Winter,0,0,0,1,0,0,1
2015-01-31,-2.375,1,Winter,0,0,0,1,0,1,0
2015-02-01,-0.25,2,Winter,0,0,0,1,0,1,0
2015-02-02,1.0,2,Winter,0,0,0,1,0,0,1
2015-02-03,-1.0,2,Winter,0,0,0,1,0,1,0
2015-02-04,-1.875,2,Winter,0,0,0,1,0,1,0
2015-02-05,0.75,2,Winter,0,0,0,1,0,0,1
2015-02-06,-0.5,2,Winter,0,0,0,1,0,1,0
2015-02-07,4.125,2,Winter,0,0,0,1,0,0,1
2015-02-08,3.375,2,Winter,0,0,0,1,0,0,1
2015-02-09,6.875,2,Winter,0,0,0,1,0,0,1
2015-02-10,7.625,2,Winter,0,0,0,1,0,0,1
2015-02-11,4.0,2,Winter,0,0,0,1,0,0,1
2015-02-12,2.0,2,Winter,0,0,0,1,0,0,1
2015-02-13,1.25,2,Winter,0,0,0,1,0,0,1
2015-02-14,1.625,2,Winter,0,0,0,1,0,0,1
2015-02-15,3.125,2,Winter,0,0,0,1,0,0,1
2015-02-16,2.0,2,Winter,0,0,0,1,0,0,1
2015-02-17,1.125,2,Winter,0,0,0,1,0,0,1
2015-02-18,5.5,2,Winter,0,0,0,1,0,0,1
2015-02-19,6.25,2,Winter,0,0,0,1,0,0,1
2015-02-20,3.875,2,Winter,0,0,0,1,0,0,1
2015-02-21,3.875,2,Winter,0,0,0,1,0,0,1
2015-02-22,5.25,2,Winter,0,0,0,1,0,0,1
2015-02-23,4.5,2,Winter,0,0,0,1,0,0,1
2015-02-24,5.625,2,Winter,0,0,0,1,0,0,1
2015-02-25,5.875,2,Winter,0,0,0,1,0,0,1
2015-02-26,6.625,2,Winter,0,0,0,1,0,0,1
2015-02-27,4.5,2,Winter,0,0,0,1,0,0,1
2015-02-28,5.625,2,Winter,0,0,0,1,0,0,1
2015-03-01,6.75,3,Frühling,1,0,0,0,0,0,1
2015-03-02,5.125,3,Frühling,1,0,0,0,0,1,0
2015-03-03,5.0,3,Frühling,1,0,0,0,0,1,0
2015-03-04,5.0,3,Frühling,1,0,0,0,0,1,0
2015-03-05,6.625,3,Frühling,1,0,0,0,0,0,1
2015-03-06,8.125,3,Frühling,1,0,0,0,0,0,1
2015-03-07,10.125,3,Frühling,1,0,0,0,0,0,1
2015-03-08,14.0,3,Frühling,1,0,0,0,0,0,1
2015-03-09,8.375,3,Frühling,1,0,0,0,0,0,1
2015-03-10,9.5,3,Frühling,1,0,0,0,0,0,1
2015-03-11,9.125,3,Frühling,1,0,0,0,0,0,1
2015-03-12,7.125,3,Frühling,1,0,0,0,0,0,1
2015-03-13,4.875,3,Frühling,1,0,0,0,0,1,0
2015-03-14,5.125,3,Frühling,1,0,0,0,0,1,0
2015-03-15,5.75,3,Frühling,1,0,0,0,0,1,0
2015-03-16,8.625,3,Frühling,1,0,0,0,0,0,1
2015-03-17,10.75,3,Frühling,1,0,0,0,0,0,1
2015-03-18,10.625,3,Frühling,1,0,0,0,0,0,1
2015-03-19,10.375,3,Frühling,1,0,0,0,0,0,1
2015-03-20,5.0,3,Frühling,1,0,0,0,0,1,0
2015-03-21,4.5,3,Frühling,1,0,0,0,0,1,0
2015-03-22,4.375,3,Frühling,1,0,0,0,0,1,0
2015-03-23,7.75,3,Frühling,1,0,0,0,0,0,1
2015-03-24,7.875,3,Frühling,1,0,0,0,0,0,1
2015-03-25,7.875,3,Frühling,1,0,0,0,0,0,1
2015-03-26,7.125,3,Frühling,1,0,0,0,0,0,1
2015-03-27,7.0,3,Frühling,1,0,0,0,0,0,1
2015-03-28,8.5,3,Frühling,1,0,0,0,0,0,1
2015-03-29,8.25,3,Frühling,1,0,0,0,0,0,1
2015-03-30,6.5,3,Frühling,1,0,0,0,0,0,1
2015-03-31,6.375,3,Frühling,1,0,0,0,0,0,1
2015-04-01,5.0,4,Frühling,1,0,0,0,0,1,0
2015-04-02,6.5,4,Frühling,1,0,0,0,0,0,1
2015-04-03,7.375,4,Frühling,1,0,0,0,0,0,1
2015-04-04,8.375,4,Frühling,1,0,0,0,0,0,1
2015-04-05,8.625,4,Frühling,1,0,0,0,0,0,1
2015-04-06,7.75,4,Frühling,1,0,0,0,0,0,1
2015-04-07,7.75,4,Frühling,1,0,0,0,0,0,1
2015-04-08,12.0,4,Frühling,1,0,0,0,0,0,1
2015-04-09,11.875,4,Frühling,1,0,0,0,0,0,1
2015-04-10,14.125,4,Frühling,1,0,0,0,0,0,1
2015-04-11,16.75,4,Frühling,1,0,0,0,1,0,0
2015-04-12,12.375,4,Frühling,1,0,0,0,0,0,1
2015-04-13,8.875,4,Frühling,1,0,0,0,0,0,1
2015-04-14,10.75,4,Frühling,1,0,0,0,0,0,1
2015-04-15,15.5,4,Frühling,1,0,0,0,0,0,1
2015-04-16,9.375,4,Frühling,1,0,0,0,0,0,1
2015-04-17,10.5,4,Frühling,1,0,0,0,0,0,1
2015-04-18,10.875,4,Frühling,1,0,0,0,0,0,1
2015-04-19,10.125,4,Frühling,1,0,0,0,0,0,1
2015-04-20,14.25,4,Frühling,1,0,0,0,0,0,1
2015-04-21,14.625,4,Frühling,1,0,0,0,0,0,1
2015-04-22,12.125,4,Frühling,1,0,0,0,0,0,1
2015-04-23,13.625,4,Frühling,1,0,0,0,0,0,1
2015-04-24,13.875,4,Frühling,1,0,0,0,0,0,1
2015-04-25,13.75,4,Frühling,1,0,0,0,0,0,1
2015-04-26,7.0,4,Frühling,1,0,0,0,0,0,1
2015-04-27,10.125,4,Frühling,1,0,0,0,0,0,1
2015-04-28,10.25,4,Frühling,1,0,0,0,0,0,1
2015-04-29,12.625,4,Frühling,1,0,0,0,0,0,1
2015-04-30,11.375,4,Frühling,1,0,0,0,0,0,1
2015-05-01,10.0,5,Frühling,1,0,0,0,0,0,1
2015-05-02,11.0,5,Frühling,1,0,0,0,0,0,1
2015-05-03,14.75,5,Frühling,1,0,0,0,0,0,1
2015-05-04,15.875,5,Frühling,1,0,0,0,0,0,1
2015-05-05,20.0,5,Frühling,1,0,0,0,1,0,0
2015-05-06,17.125,5,Frühling,1,0,0,0,1,0,0
2015-05-07,12.0,5,Frühling,1,0,0,0,0,0,1
2015-05-08,11.5,5,Frühling,1,0,0,0,0,0,1
2015-05-09,13.5,5,Frühling,1,0,0,0,0,0,1
2015-05-10,12.75,5,Frühling,1,0,0,0,0,0,1
2015-05-11,19.75,5,Frühling,1,0,0,0,1,0,0
2015-05-12,14.625,5,Frühling,1,0,0,0,0,0,1
2015-05-13,11.875,5,Frühling,1,0,0,0,0,0,1
2015-05-14,11.25,5,Frühling,1,0,0,0,0,0,1
2015-05-15,13.5,5,Frühling,1,0,0,0,0,0,1
2015-05-16,10.5,5,Frühling,1,0,0,0,0,0,1
2015-05-17,12.625,5,Frühling,1,0,0,0,0,0,1
2015-05-18,11.625,5,Frühling,1,0,0,0,0,0,1
2015-05-19,10.125,5,Frühling,1,0,0,0,0,0,1
2015-05-20,12.25,5,Frühling,1,0,0,0,0,0,1
2015-05-21,12.625,5,Frühling,1,0,0,0,0,0,1
2015-05-22,17.0,5,Frühling,1,0,0,0,1,0,0
2015-05-23,13.375,5,Frühling,1,0,0,0,0,0,1
2015-05-24,14.375,5,Frühling,1,0,0,0,0,0,1
2015-05-25,11.75,5,Frühling,1,0,0,0,0,0,1
2015-05-26,13.0,5,Frühling,1,0,0,0,0,0,1
2015-05-27,12.625,5,Frühling,1,0,0,0,0,0,1
2015-05-28,13.125,5,Frühling,1,0,0,0,0,0,1
2015-05-29,14.625,5,Frühling,1,0,0,0,0,0,1
2015-05-30,11.625,5,Frühling,1,0,0,0,0,0,1
2015-05-31,14.5,5,Frühling,1,0,0,0,0,0,1
2015-06-01,14.25,6,Sommer,0,1,0,0,0,1,0
2015-06-02,14.25,6,Sommer,0,1,0,0,0,1,0
2015-06-03,15.25,6,Sommer,0,1,0,0,0,1,0
2015-06-04,16.375,6,Sommer,0,1,0,0,0,0,1
2015-06-05,22.625,6,Sommer,0,1,0,0,0,0,1
2015-06-06,18.5,6,Sommer,0,1,0,0,0,0,1
2015-06-07,16.625,6,Sommer,0,1,0,0,0,0,1
2015-06-08,14.375,6,Sommer,0,1,0,0,0,1,0
2015-06-09,15.25,6,Sommer,0,1,0,0,0,1,0
2015-06-10,18.0,6,Sommer,0,1,0,0,0,0,1
2015-06-11,16.0,6,Sommer,0,1,0,0,0,1,0
2015-06-12,20.25,6,Sommer,0,1,0,0,0,0,1
2015-06-13,21.875,6,Sommer,0,1,0,0,0,0,1
2015-06-14,14.375,6,Sommer,0,1,0,0,0,1,0
2015-06-15,13.625,6,Sommer,0,1,0,0,0,1,0
2015-06-16,13.625,6,Sommer,0,1,0,0,0,1,0
2015-06-17,16.5,6,Sommer,0,1,0,0,0,0,1
2015-06-18,13.25,6,Sommer,0,1,0,0,0,1,0
2015-06-19,14.25,6,Sommer,0,1,0,0,0,1,0
2015-06-20,17.125,6,Sommer,0,1,0,0,0,0,1
2015-06-21,15.75,6,Sommer,0,1,0,0,0,1,0
2015-06-22,13.5,6,Sommer,0,1,0,0,0,1,0
2015-06-23,16.5,6,Sommer,0,1,0,0,0,0,1
2015-06-24,12.625,6,Sommer,0,1,0,0,0,1,0
2015-06-25,17.125,6,Sommer,0,1,0,0,0,0,1
2015-06-26,19.25,6,Sommer,0,1,0,0,0,0,1
2015-06-27,19.375,6,Sommer,0,1,0,0,0,0,1
2015-06-28,19.875,6,Sommer,0,1,0,0,0,0,1
2015-06-29,21.5,6,Sommer,0,1,0,0,0,0,1
2015-06-30,20.25,6,Sommer,0,1,0,0,0,0,1
2015-07-01,23.125,7,Sommer,0,1,0,0,0,0,1
2015-07-02,27.375,7,Sommer,0,1,0,0,1,0,0
2015-07-03,25.625,7,Sommer,0,1,0,0,1,0,0
2015-07-04,26.5,7,Sommer,0,1,0,0,1,0,0
2015-07-05,25.25,7,Sommer,0,1,0,0,1,0,0
2015-07-06,19.875,7,Sommer,0,1,0,0,0,0,1
2015-07-07,24.75,7,Sommer,0,1,0,0,1,0,0
2015-07-08,16.625,7,Sommer,0,1,0,0,0,0,1
2015-07-09,14.375,7,Sommer,0,1,0,0,0,1,0
2015-07-10,16.125,7,Sommer,0,1,0,0,0,1,0
2015-07-11,17.75,7,Sommer,0,1,0,0,0,0,1
2015-07-12,19.25,7,Sommer,0,1,0,0,0,0,1
2015-07-13,19.375,7,Sommer,0,1,0,0,0,0,1
2015-07-14,19.625,7,Sommer,0,1,0,0,0,0,1
2015-07-15,20.125,7,Sommer,0,1,0,0,0,0,1
2015-07-16,18.75,7,Sommer,0,1,0,0,0,0,1
2015-07-17,23.25,7,Sommer,0,1,0,0,0,0,1
2015-07-18,20.875,7,Sommer,0,1,0,0,0,0,1
2015-07-19,14.5,7,Sommer,0,1,0,0,0,1,0
2015-07-20,18.375,7,Sommer,0,1,0,0,0,0,1
2015-07-21,21.375,7,Sommer,0,1,0,0,0,0,1
2015-07-22,23.75,7,Sommer,0,1,0,0,1,0,0
2015-07-23,18.375,7,Sommer,0,1,0,0,0,0,1
2015-07-24,19.375,7,Sommer,0,1,0,0,0,0,1
2015-07-25,20.0,7,Sommer,0,1,0,0,0,0,1
2015-07-26,16.75,7,Sommer,0,1,0,0,0,0,1
2015-07-27,15.875,7,Sommer,0,1,0,0,0,1,0
2015-07-28,17.375,7,Sommer,0,1,0,0,0,0,1
2015-07-29,14.875,7,Sommer,0,1,0,0,0,1,0
2015-07-30,14.0,7,Sommer,0,1,0,0,0,1,0
2015-07-31,15.875,7,Sommer,0,1,0,0,0,1,0
2015-08-01,17.625,8,Sommer,0,1,0,0,0,0,1
2015-08-02,21.5,8,Sommer,0,1,0,0,0,0,1
2015-08-03,26.0,8,Sommer,0,1,0,0,1,0,0
2015-08-04,26.5,8,Sommer,0,1,0,0,1,0,0
2015-08-05,21.75,8,Sommer,0,1,0,0,0,0,1
2015-08-06,27.625,8,Sommer,0,1,0,0,1,0,0
2015-08-07,20.0,8,Sommer,0,1,0,0,0,0,1
2015-08-08,19.125,8,Sommer,0,1,0,0,0,0,1
2015-08-09,21.0,8,Sommer,0,1,0,0,0,0,1
2015-08-10,22.5,8,Sommer,0,1,0,0,0,0,1
2015-08-11,22.125,8,Sommer,0,1,0,0,0,0,1
2015-08-12,19.125,8,Sommer,0,1,0,0,0,0,1
2015-08-13,20.75,8,Sommer,0,1,0,0,0,0,1
2015-08-14,24.0,8,Sommer,0,1,0,0,1,0,0
2015-08-15,20.875,8,Sommer,0,1,0,0,0,0,1
2015-08-16,21.5,8,Sommer,0,1,0,0,0,0,1
2015-08-17,19.375,8,Sommer,0,1,0,0,0,0,1
2015-08-18,19.25,8,Sommer,0,1,0,0,0,0,1
2015-08-19,19.625,8,Sommer,0,1,0,0,0,0,1
2015-08-20,20.375,8,Sommer,0,1,0,0,0,0,1
2015-08-21,22.875,8,Sommer,0,1,0,0,0,0,1
2015-08-22,23.5,8,Sommer,0,1,0,0,1,0,0
2015-08-23,21.625,8,Sommer,0,1,0,0,0,0,1
2015-08-24,20.75,8,Sommer,0,1,0,0,0,0,1
2015-08-25,17.75,8,Sommer,0,1,0,0,0,0,1
2015-08-26,22.125,8,Sommer,0,1,0,0,0,0,1
2015-08-27,18.125,8,Sommer,0,1,0,0,0,0,1
2015-08-28,19.625,8,Sommer,0,1,0,0,0,0,1
2015-08-29,20.125,8,Sommer,0,1,0,0,0,0,1
2015-08-30,19.375,8,Sommer,0,1,0,0,0,0,1
2015-08-31,21.875,8,Sommer,0,1,0,0,0,0,1
2015-09-01,17.625,9,Herbst,0,0,1,0,1,0,0
2015-09-02,17.0,9,Herbst,0,0,1,0,0,0,1
2015-09-03,17.75,9,Herbst,0,0,1,0,1,0,0
2015-09-04,15.625,9,Herbst,0,0,1,0,0,0,1
2015-09-05,14.125,9,Herbst,0,0,1,0,0,0,1
2015-09-06,17.0,9,Herbst,0,0,1,0,0,0,1
2015-09-07,17.25,9,Herbst,0,0,1,0,0,0,1
2015-09-08,17.5,9,Herbst,0,0,1,0,1,0,0
2015-09-09,16.875,9,Herbst,0,0,1,0,0,0,1
2015-09-10,17.625,9,Herbst,0,0,1,0,1,0,0
2015-09-11,15.0,9,Herbst,0,0,1,0,0,0,1
2015-09-12,18.5,9,Herbst,0,0,1,0,1,0,0
2015-09-13,18.5,9,Herbst,0,0,1,0,1,0,0
2015-09-14,17.625,9,Herbst,0,0,1,0,1,0,0
2015-09-15,13.875,9,Herbst,0,0,1,0,0,0,1
2015-09-16,15.25,9,Herbst,0,0,1,0,0,0,1
2015-09-17,18.0,9,Herbst,0,0,1,0,1,0,0
2015-09-18,17.25,9,Herbst,0,0,1,0,0,0,1
2015-09-19,15.25,9,Herbst,0,0,1,0,0,0,1
2015-09-20,15.625,9,Herbst,0,0,1,0,0,0,1
2015-09-21,13.375,9,Herbst,0,0,1,0,0,0,1
2015-09-22,14.25,9,Herbst,0,0,1,0,0,0,1
2015-09-23,14.0,9,Herbst,0,0,1,0,0,0,1
2015-09-24,16.0,9,Herbst,0,0,1,0,0,0,1
2015-09-25,14.875,9,Herbst,0,0,1,0,0,0,1
2015-09-26,15.25,9,Herbst,0,0,1,0,0,0,1
2015-09-27,15.25,9,Herbst,0,0,1,0,0,0,1
2015-09-28,14.625,9,Herbst,0,0,1,0,0,0,1
2015-09-29,15.625,9,Herbst,0,0,1,0,0,0,1
2015-09-30,15.375,9,Herbst,0,0,1,0,0,0,1
2015-10-01,14.75,10,Herbst,0,0,1,0,0,0,1
2015-10-02,15.375,10,Herbst,0,0,1,0,0,0,1
2015-10-03,14.375,10,Herbst,0,0,1,0,0,0,1
2015-10-04,15.625,10,Herbst,0,0,1,0,0,0,1
2015-10-05,16.5,10,Herbst,0,0,1,0,0,0,1
2015-10-06,14.875,10,Herbst,0,0,1,0,0,0,1
2015-10-07,13.0,10,Herbst,0,0,1,0,0,0,1
2015-10-08,11.875,10,Herbst,0,0,1,0,0,0,1
2015-10-09,11.125,10,Herbst,0,0,1,0,0,0,1
2015-10-10,9.75,10,Herbst,0,0,1,0,0,0,1
2015-10-11,10.25,10,Herbst,0,0,1,0,0,0,1
2015-10-12,8.625,10,Herbst,0,0,1,0,0,0,1
2015-10-13,7.75,10,Herbst,0,0,1,0,0,0,1
2015-10-14,9.0,10,Herbst,0,0,1,0,0,0,1
2015-10-15,10.375,10,Herbst,0,0,1,0,0,0,1
2015-10-16,10.0,10,Herbst,0,0,1,0,0,0,1
2015-10-17,10.75,10,Herbst,0,0,1,0,0,0,1
2015-10-18,11.125,10,Herbst,0,0,1,0,0,0,1
2015-10-19,9.25,10,Herbst,0,0,1,0,0,0,1
2015-10-20,10.25,10,Herbst,0,0,1,0,0,0,1
2015-10-21,11.25,10,Herbst,0,0,1,0,0,0,1
2015-10-22,12.25,10,Herbst,0,0,1,0,0,0,1
2015-10-23,13.375,10,Herbst,0,0,1,0,0,0,1
2015-10-24,12.375,10,Herbst,0,0,1,0,0,0,1
2015-10-25,12.25,10,Herbst,0,0,1,0,0,0,1
2015-10-26,11.375,10,Herbst,0,0,1,0,0,0,1
2015-10-27,10.75,10,Herbst,0,0,1,0,0,0,1
2015-10-28,11.25,10,Herbst,0,0,1,0,0,0,1
2015-10-29,10.5,10,Herbst,0,0,1,0,0,0,1
2015-10-30,11.375,10,Herbst,0,0,1,0,0,0,1
2015-10-31,11.75,10,Herbst,0,0,1,0,0,0,1
2015-11-01,10.75,11,Herbst,0,0,1,0,0,0,1
2015-11-02,9.75,11,Herbst,0,0,1,0,0,0,1
2015-11-03,5.125,11,Herbst,0,0,1,0,0,1,0
2015-11-04,8.0,11,Herbst,0,0,1,0,0,0,1
2015-11-05,13.375,11,Herbst,0,0,1,0,0,0,1
2015-11-06,13.75,11,Herbst,0,0,1,0,0,0,1
2015-11-07,14.625,11,Herbst,0,0,1,0,0,0,1
2015-11-08,13.0,11,Herbst,0,0,1,0,0,0,1
2015-11-09,12.0,11,Herbst,0,0,1,0,0,0,1
2015-11-10,15.0,11,Herbst,0,0,1,0,0,0,1
2015-11-11,13.625,11,Herbst,0,0,1,0,0,0,1
2015-11-12,13.125,11,Herbst,0,0,1,0,0,0,1
2015-11-13,11.75,11,Herbst,0,0,1,0,0,0,1
2015-11-14,8.125,11,Herbst,0,0,1,0,0,0,1
2015-11-15,8.5,11,Herbst,0,0,1,0,0,0,1
2015-11-16,12.25,11,Herbst,0,0,1,0,0,0,1
2015-11-17,10.75,11,Herbst,0,0,1,0,0,0,1
2015-11-18,10.75,11,Herbst,0,0,1,0,0,0,1
2015-11-19,10.125,11,Herbst,0,0,1,0,0,0,1
2015-11-20,7.75,11,Herbst,0,0,1,0,0,0,1
2015-11-21,4.5,11,Herbst,0,0,1,0,0,1,0
2015-11-22,2.25,11,Herbst,0,0,1,0,0,1,0
2015-11-23,3.125,11,Herbst,0,0,1,0,0,1,0
2015-11-24,3.125,11,Herbst,0,0,1,0,0,1,0
2015-11-25,5.125,11,Herbst,0,0,1,0,0,1,0
2015-11-26,5.5,11,Herbst,0,0,1,0,0,1,0
2015-11-27,5.25,11,Herbst,0,0,1,0,0,1,0
2015-11-28,6.125,11,Herbst,0,0,1,0,0,1,0
2015-11-29,8.25,11,Herbst,0,0,1,0,0,0,1
2015-11-30,5.75,11,Herbst,0,0,1,0,0,1,0
2015-12-01,6.75,12,Winter,0,0,0,1,0,0,1
2015-12-02,10.5,12,Winter,0,0,0,1,1,0,0
2015-12-03,9.125,12,Winter,0,0,0,1,1,0,0
2015-12-04,9.25,12,Winter,0,0,0,1,1,0,0
2015-12-05,9.0,12,Winter,0,0,0,1,1,0,0
2015-12-06,10.875,12,Winter,0,0,0,1,1,0,0
2015-12-07,8.25,12,Winter,0,0,0,1,1,0,0
2015-12-08,10.75,12,Winter,0,0,0,1,1,0,0
2015-12-09,8.75,12,Winter,0,0,0,1,1,0,0
2015-12-10,6.625,12,Winter,0,0,0,1,0,0,1
2015-12-11,6.125,12,Winter,0,0,0,1,0,0,1
2015-12-12,6.875,12,Winter,0,0,0,1,0,0,1
2015-12-13,5.25,12,Winter,0,0,0,1,0,0,1
2015-12-14,3.625,12,Winter,0,0,0,1,0,0,1
2015-12-15,5.5,12,Winter,0,0,0,1,0,0,1
2015-12-16,6.25,12,Winter,0,0,0,1,0,0,1
2015-12-17,11.875,12,Winter,0,0,0,1,1,0,0
2015-12-18,10.375,12,Winter,0,0,0,1,1,0,0
2015-12-19,11.375,12,Winter,0,0,0,1,1,0,0
